0 0.0333333 23.0243 16.446
1 0.0333333 22.0353 15.6267
2 0.0333333 21.0266 14.8142
3 0.0666667 19.876 13.9549
4 0.0666667 18.8776 13.1421
5 0.1 17.8975 12.3803
6 0.1 16.9255 11.6648
7 0.133333 15.9715 10.9448
8 0.166667 15.08 10.2863
9 0.166667 14.1832 9.60248
10 0.166667 13.33 8.925
11 0.266667 12.494 8.32583
12 0.266667 11.6671 7.74761
13 0.366667 10.9006 7.16126
14 0.4 10.1353 6.52284
15 0.5 9.43288 5.99718
16 0.533333 8.84712 5.53151
17 0.566667 8.15372 4.95468
18 0.566667 7.51677 4.46498
19 0.566667 6.8929 4.01317
20 0.666667 6.20839 3.5746
21 0.7 5.66174 2.99261
22 0.7 5.08614 2.48649
23 0.833333 4.56046 2.06057
24 0.833333 4.11227 1.71101
25 0.833333 3.62417 1.39745
26 0.833333 3.15347 1.12731
27 0.8 2.68707 0.946217
28 0.9 2.26339 0.746406
29 0.9 1.85874 0.562221
30 0.9 1.50981 0.442914
31 0.933333 1.16814 0.37288
32 0.933333 0.89277 0.0153614
33 0.966667 0.566064 0.0737643
34 1 0.306377 0.0705736
35 1 0.0492283 0.0545501
36 1 0.0286968 0.00792651
37 1 0.00210723 0.0088351
