0 0.025 24.2958 20.5261
1 0.025 23.3558 19.6434
2 0.05 22.4173 18.8169
3 0.05 21.5213 18.0134
4 0.075 20.6412 17.2069
5 0.05 19.7558 16.3758
6 0.1 18.8834 15.5779
7 0.125 17.9989 14.8301
8 0.175 17.128 14.0863
9 0.175 16.2685 13.3774
10 0.225 15.4291 12.666
11 0.3 14.6117 11.9893
12 0.325 13.8088 11.3276
13 0.325 13.0377 10.6707
14 0.325 12.1938 9.96088
15 0.3 11.4442 9.3212
16 0.375 10.7089 8.71567
17 0.425 9.9766 8.11689
18 0.425 9.24627 7.56812
19 0.425 8.53526 7.03005
20 0.5 7.85058 6.47745
21 0.475 7.18378 5.94281
22 0.55 6.52083 5.4669
23 0.55 5.86422 4.9997
24 0.6 5.2647 4.56435
25 0.625 4.64108 4.15138
26 0.675 4.04726 3.75333
27 0.725 3.5288 3.38119
28 0.8 3.02383 3.00952
29 0.8 2.56398 2.65062
30 0.775 2.19562 2.29239
31 0.75 1.59667 1.82187
32 0.85 1.23105 1.47736
33 0.875 0.83209 1.14923
34 0.95 0.496368 0.824834
35 0.975 0.543613 0.525816
36 0.975 0.491943 0.373695
37 0.975 0.570813 0.331166
38 0.95 0.465396 0.224581
39 1 0.445943 0.24178
40 0.975 0.430696 0.196425
41 0.95 0.318907 0.211515
42 1 0.316761 0.115108
43 1 0.431617 0.151483
44 1 0.438932 0.145066
45 1 0.379253 0.21101
46 1 0.198474 0.0960146
47 1 0.203484 0.125135
48 1 0.242207 0.0692178
49 1 0.220666 0.105801
50 1 0.172861 0.0607907
51 1 0.15801 0.102529
52 1 0.199596 0.103865
53 1 0.246193 0.114489
54 0.975 0.197209 0.0983673
55 1 0.277468 0.132177
56 1 0.487987 0.0736331
57 1 0.271499 0.0909089
58 1 0.13562 0.0568204
59 1 0.31178 0.0764697
60 0.975 0.354047 0.0723081
61 0.975 0.120878 0.0396423
62 1 0.231502 0.0443039
63 1 0.2484 0.0557751
64 1 0.0602316 0.0336509
65 1 0.131477 0.0208889
66 1 0.0758834 0.0369899
67 1 0.0538412 0.0294526
68 1 0.0631584 0.0353162
69 1 0.0569719 0.0370021
70 1 0.0164905 0.0147178
71 1 0.0431253 0.0294518
72 1 0.0160786 0.0146369
73 1 0.0342099 0.016476
74 1 0.0324604 0.0176017
75 1 0.0599489 0.028429
76 1 0.0496744 0.02296
77 1 0.0525915 0.0316145
78 1 0.087527 0.0441943
79 1 0.0917744 0.0428374
80 1 0.0167757 0.0121651
81 1 0.0605913 0.0313064
82 1 0.0400259 0.0321062
83 1 0.0228932 0.0290303
84 1 0.0143589 0.00451173
85 1 0.021898 0.0182736
86 1 0.0157517 0.00749832
87 1 0.0104811 0.0107448
88 1 0.0129821 0.0143215
89 1 0.0168655 0.0209882
90 1 0.00770261 0.00552386
