0 0.025 24.2897 20.5234
1 0.025 23.3434 19.6407
2 0.025 22.4257 18.804
3 0.05 21.5284 17.997
4 0.1 20.6347 17.1869
5 0.075 19.7495 16.4157
6 0.1 18.8767 15.6377
7 0.1 18.0117 14.8845
8 0.175 17.15 14.1232
9 0.175 16.2946 13.4163
10 0.2 15.4552 12.7125
11 0.2 14.6333 12.0334
12 0.3 13.8258 11.3632
13 0.325 13.041 10.7121
14 0.275 12.2637 10.0623
15 0.325 11.5198 9.40585
16 0.35 10.7762 8.78466
17 0.425 10.0542 8.18661
18 0.45 9.30828 7.6423
19 0.475 8.62344 7.10586
20 0.475 7.92941 6.58051
21 0.575 7.26563 6.07275
22 0.55 6.62694 5.58342
23 0.525 5.97888 5.1104
24 0.525 5.34738 4.64041
25 0.6 4.70158 4.20575
26 0.65 4.13617 3.79444
27 0.725 3.60676 3.41139
28 0.775 3.11854 3.063
29 0.7 2.6334 2.68304
30 0.8 2.24617 2.32477
31 0.825 1.75162 1.92598
32 0.8 1.36947 1.59538
33 0.825 1.02705 1.33425
34 0.9 0.690562 0.956167
35 1 0.593491 0.711015
36 0.975 0.666659 0.683691
37 0.95 0.590437 0.730368
38 0.925 0.627478 0.686259
39 0.975 0.562905 0.681812
40 0.9 0.610148 0.591901
41 0.95 0.53757 0.670971
42 0.9 0.712118 0.751198
43 0.85 0.585647 0.623523
44 0.925 0.609705 0.540462
45 0.925 0.574308 0.520261
46 0.975 0.542776 0.463552
47 1 0.558574 0.595067
48 0.95 0.570695 0.419828
49 0.975 0.590694 0.585428
50 1 0.49041 0.602846
51 0.975 0.59112 0.633074
52 0.95 0.522357 0.634224
53 0.925 0.516067 0.518916
54 0.975 0.601998 0.504336
55 0.975 0.564142 0.588875
56 0.925 0.735124 0.588005
57 0.925 0.562391 0.489974
58 0.95 0.55305 0.56285
59 0.975 0.808075 0.666207
60 0.95 0.702809 0.606444
61 0.95 0.555098 0.479958
62 0.925 0.457381 0.514525
63 0.9 0.547579 0.407341
64 0.925 0.493156 0.392167
65 0.975 0.433809 0.402852
66 0.95 0.493322 0.42059
67 0.9 0.468902 0.414362
68 0.95 0.33339 0.364669
69 1 0.542438 0.519875
70 0.975 0.32718 0.464325
71 1 0.470165 0.374379
72 0.95 0.378996 0.435733
73 0.975 0.404 0.503731
74 0.975 0.263352 0.45833
75 0.975 0.282488 0.554871
76 0.975 0.286189 0.456967
77 1 0.382222 0.398279
78 0.975 0.235219 0.348469
79 1 0.37374 0.440248
80 1 0.410806 0.488677
81 0.95 0.462574 0.489493
82 0.975 0.550019 0.665491
83 0.95 0.302204 0.481322
84 1 0.435243 0.48998
85 1 0.397719 0.453609
86 1 0.3699 0.611979
87 0.925 0.309906 0.555583
88 0.975 0.271624 0.511608
89 0.95 0.315012 0.349936
90 0.975 0.369788 0.384163
91 0.95 0.402039 0.454246
92 0.975 0.451438 0.642017
93 0.975 0.402208 0.653166
94 0.975 0.290912 0.599695
95 1 0.332471 0.512405
96 0.975 0.378047 0.739022
97 0.95 0.406669 0.470002
98 0.975 0.450912 0.48978
99 0.975 0.35422 0.458466
100 0.975 0.347212 0.422457
101 0.975 0.30212 0.52552
102 1 0.25678 0.745106
103 1 0.34733 0.723043
104 0.975 0.264798 0.536892
105 1 0.370165 0.570484
106 0.95 0.349079 0.430503
107 1 0.379481 0.35343
108 0.975 0.350419 0.419872
109 0.95 0.483375 0.49464
110 0.975 0.378148 0.467856
111 0.975 0.483847 0.448585
112 0.975 0.426918 0.566859
113 0.95 0.512676 0.51961
114 0.975 0.482224 0.59836
115 0.925 0.385198 0.40843
116 0.975 0.463742 0.414884
117 0.95 0.320878 0.596918
118 0.95 0.470299 0.594461
119 0.95 0.513183 0.508311
120 0.975 0.668118 0.429934
121 1 0.562951 0.540906
122 0.95 0.425309 0.673793
123 0.975 0.387069 0.488016
124 0.975 0.387848 0.48569
125 0.975 0.383105 0.61392
126 0.975 0.468173 0.615754
127 0.975 0.362515 0.510286
128 0.975 0.434709 0.537289
129 0.95 0.398072 0.582601
130 0.975 0.482663 0.604666
131 0.975 0.482638 0.597835
132 0.95 0.514007 0.545286
133 0.95 0.380866 0.50816
134 0.95 0.413425 0.498429
135 1 0.497731 0.468296
136 0.975 0.320425 0.357255
137 1 0.49686 0.489912
138 1 0.503984 0.487419
139 1 0.550266 0.516291
140 0.975 0.328372 0.383936
141 1 0.49765 0.435696
142 0.95 0.513107 0.501144
143 0.925 0.429369 0.518651
144 0.975 0.42056 0.424789
145 1 0.399694 0.409897
146 1 0.501592 0.42788
147 0.975 0.689816 0.351401
148 0.95 0.527177 0.350244
149 0.95 0.484531 0.472307
150 0.975 0.374406 0.413261
151 0.975 0.341411 0.45446
152 0.975 0.378945 0.427551
153 0.975 0.599495 0.646544
154 0.9 0.46608 0.370845
155 0.95 0.559956 0.571963
156 0.975 0.394858 0.476963
157 0.975 0.405055 0.405514
158 0.95 0.477113 0.477107
159 0.975 0.377964 0.412341
160 1 0.403378 0.476873
161 0.95 0.559415 0.640112
162 0.925 0.341621 0.413385
163 0.975 0.376765 0.261535
164 0.975 0.377099 0.313715
165 0.95 0.415729 0.484727
166 0.975 0.453466 0.47721
167 0.975 0.462655 0.560848
168 0.95 0.272423 0.358698
169 1 0.394396 0.510772
170 1 0.360495 0.420647
171 0.975 0.633848 0.53451
172 0.95 0.548773 0.512685
173 0.925 0.364764 0.421457
174 0.975 0.494028 0.389766
175 0.975 0.598897 0.569255
176 0.95 0.49297 0.431912
177 0.95 0.339339 0.338388
178 1 0.403386 0.250296
179 0.975 0.434893 0.369059
180 1 0.440322 0.383274
181 0.975 0.263513 0.304362
182 0.975 0.33039 0.435608
183 0.975 0.335379 0.324169
184 1 0.307984 0.152952
185 0.975 0.328782 0.249383
186 0.975 0.343239 0.379426
187 1 0.380702 0.346716
188 1 0.200514 0.240409
189 1 0.33017 0.351494
190 0.95 0.393017 0.375972
191 0.975 0.365778 0.301363
192 1 0.381079 0.332084
193 0.975 0.228635 0.259676
194 1 0.244189 0.265191
195 1 0.354474 0.401411
196 0.975 0.548065 0.548053
197 0.95 0.413478 0.28537
198 1 0.587881 0.437185
199 0.9 0.301043 0.333196
200 1 0.543308 0.38152
201 0.975 0.427418 0.532426
202 0.975 0.44091 0.452318
203 0.975 0.329642 0.378831
204 0.975 0.462315 0.472983
205 0.95 0.553868 0.507327
206 1 0.453672 0.356618
207 0.925 0.474377 0.430961
208 0.95 0.518646 0.413272
209 0.95 0.447523 0.499886
210 0.95 0.494607 0.450104
211 0.975 0.295261 0.408982
212 1 0.39876 0.384033
213 0.975 0.422766 0.276923
214 0.95 0.401862 0.220786
215 1 0.46131 0.290709
216 1 0.266948 0.347253
