0 0 32.588 19.7542
1 0 31.8194 19.0249
2 0 30.8187 18.2207
3 0 29.9095 17.5377
4 0 29.4018 16.9327
5 0 28.6364 16.4512
6 0 27.948 15.9431
7 0 27.438 15.5438
8 0 26.5757 14.8905
9 0 26.0305 14.6379
10 0 25.1824 14.2304
11 0 24.6241 13.7899
12 0 23.8458 13.2114
13 0 23.539 12.7244
14 0 23.1122 12.4027
15 0 22.8704 12.3869
16 0 22.2545 12.2472
17 0.05 22.2711 12.3448
18 0 21.9971 12.2747
19 0.05 22.2103 12.2573
20 0 21.7617 11.5098
21 0.05 21.9277 11.3236
22 0 21.8795 11.4225
23 0 21.5771 11.3106
24 0 20.868 11.0355
25 0 20.7211 11.1535
26 0.05 20.0273 10.7096
27 0.05 20.3021 10.7821
28 0.05 20.3552 10.8842
29 0.05 20.1583 10.948
30 0 20.5635 11.0009
31 0.05 19.8772 10.9611
32 0.05 19.4799 11.0157
33 0.05 19.4436 11.0613
34 0.05 18.9836 10.6703
35 0.05 18.5963 10.3946
36 0.05 18.6128 10.5092
37 0.05 18.2261 10.3959
38 0 18.0431 10.6019
39 0.05 17.9228 10.231
40 0.05 17.698 10.6742
41 0.05 17.6644 10.6516
42 0.05 18.0932 10.8109
43 0 18.3896 10.8569
44 0 18.6789 10.8226
45 0 18.4456 11.3063
46 0 18.6442 11.4659
47 0 18.7081 11.3447
48 0 19.0172 11.7164
49 0 18.613 11.5048
50 0 18.5545 11.7043
51 0 18.1838 11.6769
52 0 17.6594 11.606
53 0 17.4907 11.3387
54 0.1 17.8338 11.1808
55 0 17.6514 10.9758
56 0.05 17.5219 10.6995
57 0.05 17.7334 10.9757
58 0.05 17.8124 11.1155
59 0.05 17.1404 10.4351
60 0.05 17.4466 10.3657
61 0.05 17.0363 10.1512
62 0.05 16.9927 9.825
63 0.05 17.0494 9.56697
64 0.05 17.5547 9.88073
65 0.05 17.8822 10.0986
66 0.1 18.0777 10.0175
67 0.05 17.9596 10.282
68 0.05 18.7443 10.6054
69 0 18.4356 10.3874
70 0 18.6751 10.8672
71 0.05 18.5821 10.4135
72 0.05 18.7201 10.4101
73 0.1 19.0817 10.5531
74 0.05 18.7016 10.6239
75 0.1 18.9542 10.9171
76 0.05 18.932 11.0721
77 0.05 18.7762 11.0472
78 0.1 19.1592 11.1593
79 0.1 18.8451 11.3995
80 0.1 18.774 11.4017
81 0.1 18.5918 11.4645
82 0.05 18.6286 11.6545
83 0.05 18.5087 11.6431
84 0.05 18.6885 11.7244
85 0.05 19.151 11.6846
86 0.05 18.99 11.7619
87 0.1 18.7781 11.8098
88 0 18.3928 11.52
89 0.1 18.1927 11.3311
90 0.05 18.0115 11.2996
91 0.05 18.6627 11.3924
92 0.05 18.5548 11.771
93 0.05 18.5169 11.5011
94 0.05 18.6467 11.5847
95 0.1 18.3962 11.2067
96 0 18.3648 11.2926
97 0.05 18.298 11.3224
98 0.05 18.027 11.1466
99 0.05 18.6402 11.3595
100 0 18.6896 11.2902
101 0.05 18.6175 11.293
102 0 18.7273 11.2637
103 0.05 18.3766 10.7106
104 0 18.3852 10.6667
105 0 18.1452 10.5064
106 0 18.2997 10.6588
107 0 17.9111 10.4838
108 0 18.0899 11.0374
109 0.05 18.3336 10.792
110 0 17.9501 10.5936
111 0.05 18.138 10.9344
112 0.05 18.6246 11.0973
113 0.05 18.4975 10.7538
114 0.05 18.3244 10.6935
115 0.1 18.198 10.6308
116 0.1 18.569 10.8666
117 0.1 17.8898 10.57
118 0.1 17.6139 10.446
119 0.1 17.5623 10.5741
120 0.1 17.7858 11.0255
121 0 17.7585 10.9809
122 0 18.0436 11.2115
123 0 18.5487 11.2684
124 0.05 18.5893 11.2961
125 0 18.6866 11.3649
126 0 18.6586 11.3745
127 0 18.6802 11.1955
128 0 18.4189 10.7064
129 0 18.5094 10.4801
130 0 17.843 10.2882
131 0 18.1209 10.7807
132 0.05 18.1567 10.6781
133 0.05 18.0738 10.634
134 0.05 18.3749 10.4394
135 0 18.1946 10.3863
136 0.05 17.8695 10.3177
137 0.1 17.7718 10.0056
138 0 17.4223 9.57771
139 0.05 17.4798 9.87408
140 0.05 17.6762 9.78568
141 0 17.2139 9.89379
142 0.05 17.1731 10.0512
143 0.1 16.9615 10.1414
144 0.05 16.9243 10.1501
145 0.05 17.3685 10.4927
146 0 18.0057 10.7402
147 0.05 17.7488 10.5099
148 0.05 18.2223 10.8549
