0 0.05 21.8285 20.1467
1 0.05 20.9617 19.2903
2 0.05 20.1037 18.3836
3 0.05 19.3097 17.553
4 0.05 18.4665 16.7203
5 0.05 17.5575 15.8602
6 0.05 16.7204 15.0648
7 0.1 15.8703 14.2747
8 0.1 15.0231 13.4972
9 0.15 14.1732 12.692
10 0.2 13.2924 11.9743
11 0.2 12.5103 11.2624
12 0.25 11.7025 10.4964
13 0.2 10.7869 9.77153
14 0.25 9.97818 9.11761
15 0.25 9.25043 8.49239
16 0.25 8.57556 7.88791
17 0.3 7.85491 7.30942
18 0.3 7.23759 6.68394
19 0.25 6.64931 6.14047
20 0.45 6.11756 5.63484
21 0.55 5.59002 5.164
22 0.55 5.0915 4.70003
23 0.55 4.5913 4.25789
24 0.65 4.17724 3.86866
25 0.65 3.70905 3.48959
26 0.75 3.27478 3.16593
27 0.75 2.83655 2.87312
28 0.8 2.39713 2.62209
29 0.75 1.95901 2.41955
30 0.8 1.52101 2.16272
31 0.85 0.913459 1.95162
32 0.85 0.328964 1.74167
33 0.8 0.365711 1.48653
34 0.9 0.216989 1.28096
35 0.95 0.381295 1.04483
36 0.85 0.110767 0.814129
37 0.95 0.171312 0.589568
38 0.95 0.130223 0.366671
39 0.95 0.109211 0.144798
40 0.9 0.169042 0.168031
41 1 0.205952 0.114613
42 1 0.350884 0.192115
43 0.9 0.209533 0.276185
44 0.95 0.165071 0.0528196
45 0.95 0.111585 0.170544
46 0.95 0.0462152 0.235052
47 1 0.0795414 0.255656
48 0.95 0.068587 0.293223
49 1 0.0700886 0.168798
50 1 0.0131279 0.0870285
51 1 0.0404 0.0397487
52 1 0.0301741 0.00759677
53 1 0.0269458 0.0168679
54 1 0.0306728 0.0045551
55 1 0.0488474 0.00597965
56 1 0.0193786 0.0103705
57 1 0.0262302 0.00141672
58 1 0.0103843 0.00403609
59 1 0.00675384 0.00493416
